Survived,Pclass,Age,Sex,Cabin,sex
0,3,-0.5924805998028931,male,115,1
1,1,0.6387890120425208,female,81,0
1,3,-0.2846631968415396,female,115,0
1,1,0.40792595982150565,female,55,0
0,3,0.40792595982150565,male,115,1
0,3,0.0,male,115,1
0,1,1.8700586238879346,male,130,1
0,3,-2.1315676146096605,male,115,1
1,3,-0.20770884610120124,female,115,0
1,2,-1.2081154057256,female,115,0
1,3,-1.9776589131289837,female,146,0
1,1,2.177876026849288,female,49,0
0,3,-0.7463893012835698,male,115,1
0,3,0.7157433627828591,male,115,1
0,3,-1.2081154057256,female,115,0
1,2,1.947012974628273,female,115,0
0,3,-2.1315676146096605,male,115,1
1,2,0.0,male,115,1
0,3,0.1001085568601522,female,115,0
1,3,0.0,female,115,0
0,2,0.40792595982150565,male,115,1
1,2,0.3309716090811673,male,111,1
1,3,-1.1311610549852615,female,115,0
1,1,-0.1307544953608629,male,13,1
0,3,-1.6698415101676303,female,115,0
1,3,0.6387890120425208,female,115,0
0,3,0.0,male,115,1
0,1,-0.8233436520239081,male,63,1
1,3,0.0,female,115,0
0,3,0.0,male,115,1
0,1,0.7926977135231975,male,115,1
1,1,0.0,female,41,0
1,3,0.0,female,115,0
0,2,2.793510832771995,male,115,1
0,1,-0.1307544953608629,male,115,1
0,1,0.9466064150038742,male,115,1
1,3,0.0,male,115,1
0,3,-0.6694349505432314,male,115,1
0,3,-0.9002980027642465,female,115,0
1,3,-1.2081154057256,female,115,0
0,3,0.7926977135231975,female,115,0
0,2,-0.20770884610120124,female,115,0
0,3,0.0,male,115,1
1,2,-2.054613263869322,female,115,0
1,3,-0.8233436520239081,female,115,0
0,3,0.0,male,115,1
0,3,0.0,male,115,1
1,3,0.0,female,115,0
0,3,0.0,male,115,1
0,3,-0.9002980027642465,female,115,0
0,3,-1.7467958609079686,male,115,1
0,3,-0.6694349505432314,male,115,1
1,1,1.4852868701862427,female,101,0
1,2,-0.05380014462052453,female,115,0
0,1,2.7165564820316566,male,23,1
1,1,0.0,male,71,1
1,2,-0.6694349505432314,female,115,0
0,3,-0.0922773199906937,male,115,1
1,2,-1.9007045623886454,female,115,0
0,3,-1.4389784579466152,male,115,1
0,3,-0.5924805998028931,male,115,1
1,1,0.6387890120425208,female,21,0
0,1,1.1774694672248893,male,80,1
0,3,-1.9776589131289837,male,115,1
0,1,0.0,male,115,1
1,3,0.0,male,115,1
1,2,-0.05380014462052453,female,143,0
0,3,-0.8233436520239081,male,115,1
1,3,-0.977252353504585,female,115,0
0,3,-0.2846631968415396,male,115,1
0,2,0.17706290760049057,male,115,1
0,3,-1.0542067042449232,female,115,0
0,2,-0.6694349505432314,male,115,1
0,3,-0.2846631968415396,male,115,1
1,3,0.17706290760049057,male,115,1
0,3,-0.361617547581878,male,141,1
0,3,0.0,male,115,1
0,3,0.0,male,115,1
1,2,-2.2216042049758564,male,115,1
1,3,0.02315420611981384,female,115,0
0,3,-0.5924805998028931,male,115,1
1,3,-0.05380014462052453,male,115,1
1,3,0.0,female,115,0
0,1,-0.1307544953608629,male,115,1
1,2,-0.977252353504585,female,115,0
1,3,0.25401725834082894,female,115,0
0,3,-1.0542067042449232,male,115,1
0,3,0.0,male,115,1
1,1,-0.5155262490625547,female,63,0
0,3,-0.4385718983222164,male,115,1
0,3,-0.05380014462052453,male,115,1
0,3,-0.7463893012835698,male,115,1
0,1,1.2544238179652276,male,123,1
0,3,-0.2846631968415396,male,115,1
0,3,2.2548303775896263,male,115,1
0,3,0.0,male,115,1
0,1,3.1782825864736868,male,12,1
1,1,-0.5155262490625547,male,91,1
1,2,0.3309716090811673,female,115,0
0,2,0.3309716090811673,male,115,1
0,3,-0.1307544953608629,female,115,0
0,3,0.0,male,115,1
0,1,-0.6694349505432314,male,98,1
0,3,0.25401725834082894,male,115,1
0,3,0.5618346613021824,male,115,1
0,3,-0.1307544953608629,male,115,1
1,3,-0.6694349505432314,female,115,0
1,3,0.0,male,115,1
0,3,0.6387890120425208,male,115,1
1,3,0.0,female,115,0
0,1,1.3313781687055661,male,52,1
0,3,-1.169638230355431,female,115,0
0,3,-0.5924805998028931,male,115,1
0,3,-0.7463893012835698,female,115,0
0,3,-0.977252353504585,female,115,0
0,3,-0.6694349505432314,male,115,1
0,3,3.139805411103518,male,115,1
0,2,-0.05380014462052453,male,115,1
0,1,-0.4385718983222164,male,36,1
0,3,-2.1315676146096605,female,115,0
0,2,-0.6694349505432314,male,115,1
0,3,0.0,male,115,1
0,2,0.21554008297065974,male,115,1
1,2,0.21554008297065974,female,117,0
0,1,1.8700586238879346,male,98,1
1,3,-1.3620241072062766,male,115,1
0,3,0.0,male,115,1
1,3,-0.4385718983222164,male,115,1
1,3,0.0,female,139,0
0,3,1.1774694672248893,male,115,1
0,3,0.25401725834082894,male,115,1
0,3,-0.7463893012835698,male,115,1
0,3,1.3313781687055661,female,115,0
1,2,-0.05380014462052453,female,115,0
0,2,-0.361617547581878,male,115,1
0,2,-0.5155262490625547,male,115,1
1,1,-0.8233436520239081,female,107,0
0,1,0.5618346613021824,male,55,1
0,3,-1.0542067042449232,male,115,1
0,1,-0.4385718983222164,male,45,1
0,3,0.0,female,115,0
1,3,-0.5924805998028931,female,115,0
1,3,-0.4385718983222164,female,115,0
0,3,-0.8233436520239081,male,115,1
0,2,-0.9002980027642465,male,115,1
0,2,-0.8233436520239081,male,115,1
1,3,-0.20770884610120124,male,115,1
0,3,-1.5928871594272918,female,115,0
0,2,0.5233574859320133,male,142,1
0,2,0.9466064150038742,male,115,1
0,2,1.6391955716669195,male,115,1
1,1,-0.5924805998028931,female,61,0
0,3,1.985490149998442,male,115,1
0,3,0.8311748888933667,male,115,1
0,3,0.0,male,115,1
0,1,1.6391955716669195,male,115,1
1,3,-1.0542067042449232,female,115,0
0,3,0.02315420611981384,male,115,1
0,3,0.0,male,115,1
0,3,0.0,male,115,1
0,3,1.100515116484551,male,115,1
1,2,0.7926977135231975,female,115,0
0,3,-0.2846631968415396,male,115,1
0,3,-0.977252353504585,male,115,1
0,3,-2.208521965349999,male,115,1
1,3,-1.5928871594272918,male,115,1
1,1,0.0,female,124,0
0,3,1.1774694672248893,female,115,0
0,1,0.0,male,115,1
0,3,-0.1307544953608629,male,115,1
0,1,2.4087390790703034,male,18,1
0,3,-1.9776589131289837,male,115,1
1,3,-2.208521965349999,female,115,0
0,3,-0.6694349505432314,male,115,1
0,1,2.0239673253686115,male,14,1
0,3,-0.9002980027642465,male,115,1
0,3,0.0,male,115,1
0,1,1.5622412209265812,female,69,0
0,2,0.02315420611981384,male,115,1
0,3,0.48488031056184405,male,115,1
0,3,0.0,female,115,0
0,2,0.0,male,115,1
0,3,-1.5928871594272918,male,115,1
1,2,-2.208521965349999,male,145,1
1,3,-1.9776589131289837,female,115,0
0,1,0.0,male,9,1
1,3,0.0,female,115,0
1,1,1.1774694672248893,male,115,1
0,3,0.7926977135231975,male,115,1
0,3,0.48488031056184405,male,115,1
1,2,0.17706290760049057,female,115,0
0,2,-0.8233436520239081,male,115,1
1,3,-0.8233436520239081,female,115,0
1,2,-2.054613263869322,male,142,1
1,1,1.100515116484551,female,28,0
1,1,2.177876026849288,female,43,0
0,3,0.0,male,115,1
0,3,0.9466064150038742,male,115,1
1,3,0.0,female,115,0
0,2,-0.4385718983222164,female,115,0
0,3,-0.1307544953608629,male,115,1
0,3,0.0,male,115,1
0,3,0.3309716090811673,male,115,1
0,3,1.2159466425950585,male,115,1
1,3,-0.9002980027642465,male,115,1
0,3,-2.1315676146096605,female,146,0
0,3,0.17706290760049057,male,115,1
1,3,-0.2846631968415396,male,115,1
1,3,-1.0542067042449232,female,115,0
1,1,0.7926977135231975,male,8,1
0,3,-0.4385718983222164,male,115,1
1,2,0.40792595982150565,female,115,0
0,3,-0.5924805998028931,male,115,1
0,2,0.02315420611981384,male,115,1
0,3,0.0,male,115,1
1,1,0.1001085568601522,female,103,0
1,3,-0.20770884610120124,female,115,0
0,2,0.9466064150038742,male,115,1
1,1,0.17706290760049057,female,93,0
0,2,0.02315420611981384,male,115,1
1,3,-1.0542067042449232,male,115,1
0,2,-0.20770884610120124,male,115,1
0,3,1.6391955716669195,male,115,1
0,3,0.0,male,115,1
1,1,0.6387890120425208,male,87,1
0,3,-0.5924805998028931,male,115,1
1,2,-0.8233436520239081,male,115,1
0,3,-0.7079121259134006,male,115,1
0,2,-0.9002980027642465,male,115,1
0,3,0.0,female,115,0
1,1,0.40792595982150565,female,80,0
0,3,-0.05380014462052453,male,115,1
0,2,2.2548303775896263,male,115,1
1,3,-1.9007045623886454,female,115,0
0,2,-0.4385718983222164,male,115,1
0,3,0.0,female,115,0
0,2,1.100515116484551,male,115,1
1,2,-1.6698415101676303,female,115,0
0,2,-0.8233436520239081,male,115,1
0,2,0.25401725834082894,male,115,1
0,3,0.0,female,115,0
1,3,0.0,female,115,0
0,2,-0.05380014462052453,male,115,1
0,3,-0.5924805998028931,male,115,1
0,3,0.02315420611981384,male,115,1
0,1,1.100515116484551,male,78,1
0,3,-0.361617547581878,female,115,0
1,2,-0.4385718983222164,female,115,0
1,1,0.5618346613021824,male,102,1
0,2,1.8700586238879346,male,115,1
0,3,0.0,male,115,1
0,3,-0.05380014462052453,female,146,0
0,1,2.4856934298106417,male,83,1
0,3,0.02315420611981384,male,115,1
0,3,0.8696520642635358,female,115,0
1,3,-0.05380014462052453,female,115,0
1,1,0.0,female,115,0
1,1,0.02315420611981384,female,40,0
1,1,0.40792595982150565,female,115,0
1,2,1.5622412209265812,female,115,0
0,3,0.0,male,115,1
1,3,-2.054613263869322,male,115,1
0,1,1.7161499224072578,male,135,1
0,1,0.7926977135231975,male,46,1
0,3,0.0,female,115,0
0,2,0.48488031056184405,male,115,1
0,3,-1.0542067042449232,male,115,1
1,3,-0.361617547581878,male,115,1
1,1,2.177876026849288,female,57,0
1,1,0.40792595982150565,female,89,0
0,1,0.0,male,115,1
1,3,-0.361617547581878,male,115,1
1,2,0.8696520642635358,female,115,0
0,1,0.5618346613021824,male,54,1
1,3,0.0,female,115,0
1,1,2.56264778055098,female,113,0
0,3,1.1774694672248893,female,115,0
0,2,0.0,male,115,1
0,3,-1.7467958609079686,male,115,1
1,3,0.40792595982150565,female,115,0
0,3,2.7165564820316566,male,115,1
0,3,-0.1307544953608629,male,115,1
0,3,-1.0542067042449232,male,115,1
1,3,-0.8233436520239081,male,115,1
0,1,0.0,male,3,1
0,3,0.25401725834082894,male,115,1
1,3,0.02315420611981384,male,115,1
0,3,-0.5924805998028931,male,115,1
1,2,0.9466064150038742,male,115,1
1,3,-0.5924805998028931,female,115,0
1,1,-0.2846631968415396,female,115,0
1,1,-0.8233436520239081,female,31,0
0,2,0.48488031056184405,male,90,1
0,3,-0.4385718983222164,female,115,0
0,3,-0.4385718983222164,male,115,1
0,1,0.0,male,115,1
0,3,-0.47704907369238553,male,115,1
0,1,-2.1315676146096605,female,62,0
1,1,0.0,male,51,1
1,1,1.5622412209265812,female,36,0
1,3,0.0,female,115,0
1,3,0.0,male,115,1
0,3,-0.8233436520239081,male,115,1
1,2,0.0,female,117,0
0,3,0.0,male,115,1
1,1,-2.214678313409226,male,62,1
1,1,0.0,female,115,0
1,1,-0.977252353504585,female,74,0
0,2,0.02315420611981384,male,115,1
1,1,0.02315420611981384,female,126,0
1,1,-0.4385718983222164,female,72,0
1,1,-0.9002980027642465,female,35,0
0,2,-0.2846631968415396,female,115,0
0,3,-0.1307544953608629,male,115,1
0,2,1.0235607657442125,male,115,1
1,3,-0.2846631968415396,female,115,0
1,2,-0.4385718983222164,female,115,0
0,2,1.8700586238879346,male,115,1
1,1,0.1001085568601522,female,76,0
1,1,0.7926977135231975,female,125,0
0,3,-0.5924805998028931,male,115,1
0,3,-0.20770884610120124,male,115,1
1,2,0.02315420611981384,female,115,0
1,2,-0.5924805998028931,female,115,0
0,3,0.0,male,115,1
1,1,0.48488031056184405,female,65,0
0,3,2.4087390790703034,male,115,1
1,2,0.48488031056184405,female,90,0
1,3,0.1001085568601522,female,115,0
1,1,-1.0542067042449232,female,17,0
1,3,0.0,female,115,0
0,1,1.2159466425950585,male,56,1
0,1,0.6387890120425208,male,85,1
0,3,-1.0542067042449232,male,115,1
1,1,0.0,female,115,0
0,3,0.0,male,115,1
0,1,-0.05380014462052453,male,61,1
1,1,0.8696520642635358,female,128,0
1,3,1.1774694672248893,male,115,1
0,1,1.1774694672248893,male,147,1
1,2,-2.1315676146096605,male,142,1
1,1,-0.4385718983222164,female,63,0
0,2,-0.1307544953608629,male,115,1
0,2,-0.361617547581878,male,115,1
0,2,0.48488031056184405,male,115,1
1,2,-0.4385718983222164,female,143,0
1,2,0.7926977135231975,female,115,0
1,3,0.0,female,115,0
1,3,-2.054613263869322,male,115,1
0,3,0.9466064150038742,male,115,1
0,3,-0.5155262490625547,male,115,1
0,1,0.0,male,59,1
0,3,-1.1311610549852615,male,115,1
0,3,-0.361617547581878,male,115,1
0,3,0.0,male,115,1
0,3,-0.1307544953608629,male,115,1
1,1,-0.5924805998028931,female,124,0
0,2,0.6387890120425208,female,115,0
1,3,0.0,female,115,0
1,3,0.0,female,115,0
0,3,0.7926977135231975,male,115,1
0,2,-0.05380014462052453,male,115,1
0,3,1.1774694672248893,female,115,0
0,3,0.40792595982150565,male,115,1
0,3,0.0,male,115,1
0,3,0.02315420611981384,male,115,1
1,1,2.3317847283299646,female,104,0
1,3,0.0,female,115,0
1,3,0.0,female,115,0
1,1,-0.4385718983222164,female,24,0
1,1,-0.361617547581878,male,132,1
0,3,-0.9002980027642465,male,115,1
0,3,-0.8233436520239081,male,115,1
0,1,-0.5924805998028931,male,115,1
0,3,-2.054613263869322,female,115,0
1,1,0.0,female,115,0
1,3,-0.5924805998028931,female,115,0
0,1,-0.20770884610120124,male,79,1
0,3,-0.7463893012835698,male,115,1
0,3,-0.8233436520239081,male,115,1
1,1,0.9466064150038742,female,115,0
1,3,-2.208521965349999,female,115,0
0,3,0.17706290760049057,male,115,1
1,1,0.40792595982150565,female,115,0
0,3,0.0,male,115,1
0,2,-0.9002980027642465,male,115,1
0,3,-2.208521965349999,male,115,1
1,2,0.48488031056184405,female,115,0
0,3,0.0,male,115,1
1,2,-0.977252353504585,female,115,0
1,1,0.48488031056184405,male,47,1
1,3,-0.6694349505432314,male,115,1
0,3,-0.1307544953608629,male,115,1
1,1,-0.5155262490625547,female,103,0
1,3,-0.4385718983222164,female,146,0
0,3,-0.5924805998028931,male,115,1
0,3,0.1001085568601522,female,115,0
0,2,1.2544238179652276,male,115,1
0,2,-0.5155262490625547,male,115,1
1,2,-0.1307544953608629,female,115,0
1,3,0.7157433627828591,male,115,1
0,3,-0.2846631968415396,male,115,1
0,3,-0.6694349505432314,female,115,0
0,3,-0.1307544953608629,male,115,1
0,3,-0.7463893012835698,female,115,0
0,2,0.3309716090811673,male,115,1
0,3,1.6391955716669195,male,115,1
1,2,-2.054613263869322,male,115,1
0,3,-0.6694349505432314,male,115,1
0,3,0.0,female,115,0
0,3,0.0,male,115,1
0,3,0.0,male,115,1
1,1,0.25401725834082894,female,78,0
0,2,0.0,male,115,1
1,3,1.100515116484551,male,115,1
0,3,0.0,female,115,0
1,2,0.3309716090811673,female,115,0
1,2,-0.9002980027642465,female,115,0
0,2,0.02315420611981384,male,115,1
0,3,-1.5159328086869535,female,115,0
0,3,0.0,male,115,1
0,3,-0.6694349505432314,male,115,1
0,3,-0.05380014462052453,male,115,1
0,3,-0.1307544953608629,female,115,0
0,3,-0.9002980027642465,male,115,1
0,3,0.0,male,115,1
1,2,-0.1307544953608629,female,115,0
1,2,-0.8233436520239081,female,115,0
0,3,0.0,male,115,1
1,3,0.17706290760049057,male,116,1
1,1,-0.1307544953608629,male,71,1
1,3,0.0,female,115,0
1,2,0.9466064150038742,female,115,0
0,3,-0.977252353504585,male,115,1
0,1,1.5622412209265812,male,129,1
1,1,-1.2081154057256,female,47,0
0,3,-0.6694349505432314,female,115,0
1,2,-0.4385718983222164,female,115,0
0,1,2.6396021312913183,male,63,1
0,2,0.1001085568601522,male,115,1
1,2,1.1774694672248893,female,115,0
0,3,-0.7463893012835698,male,115,1
0,3,-0.361617547581878,male,115,1
