Survived,Pclass,Age,Sex,Cabin,sex
1,2,-0.1307544953608629,female,115,0
1,3,0.0,male,115,1
1,1,-1.9776589131289837,male,10,1
1,2,-1.2850697564659384,female,115,0
1,1,0.3309716090811673,male,115,1
1,3,-1.9007045623886454,female,115,0
1,1,1.7161499224072578,male,50,1
0,2,0.48488031056184405,male,115,1
0,3,0.0,male,115,1
0,1,0.02315420611981384,male,53,1
1,1,1.4852868701862427,male,86,1
0,3,0.0,male,115,1
1,3,-0.05380014462052453,male,115,1
0,1,2.7165564820316566,male,127,1
1,1,0.0,female,97,0
1,2,1.5622412209265812,female,115,0
0,3,0.0,male,115,1
1,1,1.4083325194459044,male,118,1
0,3,0.3309716090811673,male,115,1
0,1,1.3313781687055661,male,134,1
0,2,1.4083325194459044,male,115,1
0,3,0.0,male,115,1
0,3,0.6387890120425208,male,115,1
0,2,0.0,male,115,1
0,1,2.0239673253686115,male,115,1
0,3,0.0,male,115,1
1,3,-2.2277605530350835,female,115,0
0,3,0.0,male,115,1
0,3,0.6387890120425208,male,115,1
1,2,0.25401725834082894,female,115,0
1,2,-0.5155262490625547,female,90,0
0,3,-0.5924805998028931,female,115,0
0,1,0.0,male,1,1
0,2,0.3309716090811673,male,115,1
0,3,-0.05380014462052453,male,115,1
0,3,-0.5924805998028931,male,115,1
1,3,-2.1315676146096605,female,115,0
0,3,-1.5928871594272918,male,115,1
0,2,0.0,male,115,1
0,3,1.5622412209265812,male,115,1
1,3,2.56264778055098,female,115,0
1,1,-0.361617547581878,male,31,1
0,3,0.0,female,115,0
1,1,0.40792595982150565,female,87,0
0,1,2.177876026849288,male,25,1
0,3,0.02315420611981384,male,115,1
1,3,-1.5928871594272918,male,115,1
0,3,0.0,male,115,1
0,3,-0.6694349505432314,male,115,1
0,1,1.947012974628273,male,64,1
0,1,3.1782825864736868,male,115,1
0,3,-0.6694349505432314,male,115,1
0,3,0.0,male,115,1
1,1,1.8700586238879346,female,96,0
0,3,0.0,male,115,1
0,1,-0.361617547581878,female,62,0
0,3,-0.4385718983222164,male,115,1
0,3,-0.977252353504585,male,115,1
0,3,-0.6694349505432314,female,115,0
0,3,0.0,female,115,0
0,3,0.5618346613021824,female,115,0
1,1,-1.0542067042449232,female,42,0
0,1,-0.9002980027642465,male,74,1
1,2,0.25401725834082894,female,115,0
1,1,0.0,male,115,1
0,3,-0.1307544953608629,male,115,1
1,3,-0.2846631968415396,male,115,1
1,3,-0.05380014462052453,male,115,1
0,3,0.0,male,115,1
1,1,0.48488031056184405,male,122,1
1,1,1.8700586238879346,female,115,0
0,3,-0.4385718983222164,male,115,1
0,1,1.3313781687055661,male,106,1
1,2,0.3309716090811673,female,143,0
0,3,0.0,male,115,1
1,2,0.48488031056184405,female,115,0
0,3,0.17706290760049057,male,115,1
1,1,0.02315420611981384,female,39,0
0,3,-0.5924805998028931,male,115,1
0,3,0.0,male,115,1
1,1,1.100515116484551,female,17,0
0,3,0.0,male,115,1
0,3,0.8311748888933667,male,115,1
1,2,1.5622412209265812,female,115,0
0,1,0.0,male,88,1
0,3,0.7157433627828591,male,115,1
0,2,-0.5155262490625547,male,115,1
1,2,-2.1315676146096605,female,115,0
0,3,0.0,male,115,1
0,3,-0.977252353504585,male,115,1
1,3,0.0,female,115,0
0,3,0.02315420611981384,female,115,0
1,2,-1.7467958609079686,female,115,0
0,1,1.1774694672248893,male,26,1
1,1,0.02315420611981384,female,115,0
0,3,0.0,male,115,1
1,1,-0.5924805998028931,female,27,0
1,1,0.48488031056184405,female,20,0
0,3,-1.5928871594272918,female,115,0
0,3,-1.4389784579466152,female,115,0
1,2,0.17706290760049057,male,115,1
0,1,1.5622412209265812,male,82,1
0,1,2.6396021312913183,male,115,1
1,2,-0.8233436520239081,female,115,0
1,2,0.0,male,115,1
0,3,0.25401725834082894,male,115,1
1,2,-1.6698415101676303,male,115,1
1,1,-0.977252353504585,male,77,1
0,2,-0.20770884610120124,male,115,1
0,3,0.0,male,115,1
1,3,-0.5924805998028931,male,115,1
1,3,-0.5924805998028931,female,115,0
0,1,2.4856934298106417,male,115,1
1,1,1.4083325194459044,female,2,0
0,1,0.0,male,115,1
1,1,0.7157433627828591,female,135,0
1,3,0.48488031056184405,female,115,0
0,3,0.0,male,115,1
0,3,0.7926977135231975,male,115,1
0,2,-0.1307544953608629,male,115,1
0,3,0.0,male,115,1
0,3,0.0,female,115,0
0,3,-0.4385718983222164,male,115,1
0,3,-0.8233436520239081,male,115,1
0,3,-0.05380014462052453,female,115,0
0,3,0.0,male,115,1
1,3,0.17706290760049057,male,115,1
1,2,2.4856934298106417,male,115,1
1,1,1.7931042731475964,female,48,0
1,1,0.48488031056184405,male,122,1
1,3,0.0,female,115,0
0,3,-1.0542067042449232,male,115,1
0,3,-0.8233436520239081,male,115,1
1,2,0.3309716090811673,female,115,0
1,1,0.7157433627828591,female,129,0
0,3,0.0,female,115,0
1,3,0.17706290760049057,male,115,1
1,2,-0.361617547581878,female,115,0
1,1,0.7157433627828591,female,75,0
0,2,1.8700586238879346,male,115,1
0,1,0.48488031056184405,male,0,1
0,3,0.0,male,115,1
1,1,-0.9002980027642465,female,136,0
0,2,1.3313781687055661,male,115,1
1,1,2.3317847283299646,male,29,1
0,3,-0.5924805998028931,male,115,1
0,3,0.0,male,115,1
0,3,0.40792595982150565,male,115,1
1,1,1.7161499224072578,female,96,0
0,3,1.3313781687055661,male,115,1
0,3,0.0,female,115,0
0,2,0.5618346613021824,male,115,1
0,3,0.48488031056184405,male,115,1
1,2,0.0,female,115,0
0,3,1.4852868701862427,male,115,1
0,3,0.0,male,115,1
1,1,1.4852868701862427,male,4,1
1,2,-0.4385718983222164,female,115,0
0,3,0.0,male,115,1
0,1,0.0,male,115,1
0,3,1.100515116484551,male,115,1
1,1,0.40792595982150565,male,115,1
0,3,0.48488031056184405,male,115,1
0,3,0.02315420611981384,male,115,1
1,1,-0.20770884610120124,male,115,1
1,2,-0.5924805998028931,female,115,0
1,1,0.7926977135231975,female,57,0
0,3,0.7157433627828591,female,115,0
0,3,0.0,male,115,1
1,3,0.0,female,115,0
0,3,0.0,male,115,1
0,3,0.40792595982150565,male,115,1
1,2,-0.4385718983222164,female,115,0
0,3,0.3309716090811673,male,115,1
0,3,-0.2846631968415396,female,115,0
1,2,-1.9776589131289837,female,145,0
0,2,-0.2846631968415396,male,115,1
0,3,-0.20770884610120124,male,115,1
1,1,0.9466064150038742,male,95,1
1,3,-0.7463893012835698,male,115,1
0,3,-0.6694349505432314,male,115,1
0,3,-0.6694349505432314,male,115,1
0,1,2.4087390790703034,male,110,1
0,2,2.1009216761089498,male,115,1
1,1,-0.6694349505432314,female,114,0
0,3,-0.2846631968415396,male,115,1
0,3,0.0,male,115,1
1,1,3.8708717431367323,male,5,1
0,3,1.6391955716669195,male,115,1
1,1,0.17706290760049057,male,33,1
0,1,0.0,male,115,1
0,3,-1.5928871594272918,female,115,0
1,2,-0.1307544953608629,female,115,0
0,3,0.17706290760049057,male,115,1
0,2,0.1001085568601522,male,115,1
0,3,0.8696520642635358,female,115,0
0,3,0.0,male,115,1
0,3,-0.7463893012835698,male,115,1
1,1,-0.4385718983222164,female,24,0
0,3,-2.1315676146096605,female,115,0
1,3,0.0,male,115,1
1,3,-2.2277605530350835,female,115,0
1,1,1.4083325194459044,male,101,1
0,3,-0.8233436520239081,male,115,1
1,1,2.0239673253686115,male,7,1
0,3,0.0,male,115,1
1,3,-0.5155262490625547,female,115,0
0,3,0.0,male,115,1
1,2,-0.9002980027642465,female,115,0
0,3,-0.6694349505432314,male,115,1
1,3,0.0,female,115,0
0,3,-0.9002980027642465,female,115,0
0,2,-0.4385718983222164,male,115,1
0,3,0.0,male,115,1
0,3,0.17706290760049057,female,115,0
0,2,-0.5155262490625547,male,115,1
0,1,2.177876026849288,male,108,1
1,1,1.5622412209265812,male,115,1
0,3,0.7926977135231975,male,115,1
0,1,1.3313781687055661,male,133,1
0,3,0.48488031056184405,male,115,1
1,3,-0.7463893012835698,male,115,1
0,2,0.17706290760049057,male,115,1
0,2,-0.361617547581878,male,115,1
0,3,0.0,male,115,1
0,3,1.0235607657442125,male,115,1
1,1,0.0,female,58,0
1,2,0.7926977135231975,female,115,0
0,1,0.1001085568601522,male,38,1
0,2,3.1013282357333485,male,115,1
1,2,0.1001085568601522,male,115,1
0,2,0.0,male,115,1
0,3,-0.9002980027642465,male,115,1
0,3,-0.4000947229520472,male,115,1
1,3,-0.9002980027642465,female,115,0
0,3,1.0235607657442125,female,115,0
1,1,0.48488031056184405,male,34,1
0,3,0.0,female,115,0
1,1,-0.20770884610120124,male,109,1
0,3,-0.7463893012835698,male,115,1
0,3,-1.2081154057256,male,115,1
0,2,2.3317847283299646,male,115,1
0,2,-0.361617547581878,male,115,1
0,3,-1.2081154057256,male,115,1
0,3,-0.8233436520239081,male,115,1
0,3,-0.9002980027642465,male,115,1
1,1,-1.1311610549852615,female,32,0
1,1,0.1001085568601522,male,19,1
1,3,-1.9776589131289837,female,115,0
1,3,0.0,male,115,1
0,3,-0.361617547581878,male,115,1
0,1,2.3317847283299646,male,115,1
0,2,1.7161499224072578,male,115,1
0,3,1.100515116484551,male,115,1
1,3,0.0,female,115,0
0,1,1.4852868701862427,male,75,1
0,3,0.9466064150038742,male,140,1
1,1,-0.9002980027642465,female,73,0
1,1,0.40792595982150565,male,121,1
0,3,-0.9002980027642465,female,115,0
0,3,-0.361617547581878,male,115,1
0,3,-0.2846631968415396,male,115,1
0,2,0.7157433627828591,male,115,1
1,2,1.1774694672248893,female,115,0
1,1,0.9466064150038742,male,121,1
1,1,-0.5924805998028931,female,115,0
1,3,0.0,male,115,1
1,1,-0.4385718983222164,female,84,0
0,1,0.0,male,56,1
1,1,1.4083325194459044,male,58,1
0,3,-0.05380014462052453,male,115,1
0,2,1.7161499224072578,male,115,1
0,3,-0.8233436520239081,male,141,1
1,1,0.6387890120425208,female,66,0
1,2,-0.20770884610120124,female,117,0
0,3,0.0,male,115,1
0,3,0.25401725834082894,male,115,1
1,2,-1.8237502116483069,female,115,0
0,3,-0.977252353504585,male,115,1
0,2,0.3309716090811673,male,115,1
0,2,1.5622412209265812,male,115,1
1,1,-0.20770884610120124,male,138,1
0,3,-0.7463893012835698,male,115,1
1,2,0.02315420611981384,female,115,0
1,3,0.0,female,115,0
0,2,-0.361617547581878,male,115,1
0,3,-0.361617547581878,female,115,0
1,1,-0.05380014462052453,female,32,0
0,3,-1.4389784579466152,male,115,1
0,2,0.0,male,115,1
0,2,-0.5155262490625547,male,115,1
0,2,-0.5155262490625547,male,115,1
0,3,-0.0922773199906937,male,115,1
0,3,1.4083325194459044,female,115,0
1,1,0.40792595982150565,male,15,1
0,3,0.0,male,115,1
0,3,0.0,male,115,1
1,1,0.0,male,105,1
0,1,0.48488031056184405,male,67,1
1,1,-0.6694349505432314,female,35,0
0,3,-0.4385718983222164,male,115,1
1,3,0.1001085568601522,male,115,1
0,1,3.1013282357333485,male,20,1
0,3,-1.0542067042449232,male,115,1
1,2,0.02315420611981384,female,115,0
0,1,-0.8233436520239081,male,100,1
0,3,0.1001085568601522,male,115,1
1,2,-1.9776589131289837,female,115,0
1,3,-1.8237502116483069,male,119,1
0,3,0.25401725834082894,male,115,1
0,3,-0.5155262490625547,male,115,1
1,2,1.4083325194459044,female,115,0
1,2,-2.23391690109431,male,115,1
0,3,-0.1307544953608629,male,115,1
0,2,-0.9002980027642465,male,115,1
0,3,0.3309716090811673,male,115,1
1,1,0.25401725834082894,female,40,0
0,3,0.0,male,115,1
0,3,0.8696520642635358,male,115,1
1,3,-0.7463893012835698,male,115,1
1,1,0.48488031056184405,female,47,0
0,3,-1.0542067042449232,male,115,1
1,1,1.6391955716669195,female,92,0
0,1,0.0,male,115,1
0,3,0.061631381489983025,female,115,0
0,3,0.0,male,115,1
0,3,0.17706290760049057,male,115,1
0,3,-0.4385718983222164,male,115,1
0,3,1.4083325194459044,male,115,1
0,2,2.1009216761089498,female,137,0
0,3,0.0,male,115,1
1,2,1.8700586238879346,female,115,0
0,3,-0.9002980027642465,male,115,1
0,3,0.0,male,144,1
1,3,-1.9007045623886454,female,115,0
0,3,0.0,male,115,1
1,1,1.0235607657442125,female,22,0
1,3,-1.2850697564659384,female,115,0
1,1,-0.977252353504585,female,19,0
0,1,-0.05380014462052453,male,112,1
0,3,0.0,male,115,1
0,3,-0.361617547581878,male,115,1
0,3,-0.361617547581878,male,115,1
1,3,-0.9002980027642465,female,115,0
0,3,-1.6698415101676303,male,115,1
1,3,-2.208521965349999,male,115,1
0,1,1.2544238179652276,male,44,1
0,3,0.0,male,115,1
0,2,-1.0542067042449232,male,115,1
0,3,0.0,female,115,0
0,1,0.0,male,115,1
0,3,-0.361617547581878,male,115,1
0,2,0.7157433627828591,male,115,1
1,1,1.4852868701862427,female,94,0
1,3,0.1001085568601522,female,115,0
0,3,0.02315420611981384,male,115,1
0,3,0.02315420611981384,female,115,0
0,2,0.3309716090811673,male,115,1
1,2,0.1001085568601522,female,115,0
1,1,-1.4389784579466152,male,47,1
1,3,-2.2531554887793948,male,115,1
1,3,-0.20770884610120124,male,115,1
0,3,0.1001085568601522,male,115,1
0,1,0.7157433627828591,male,11,1
0,3,-0.9002980027642465,female,115,0
0,2,0.7157433627828591,male,115,1
1,1,0.25401725834082894,female,138,0
0,3,-0.2846631968415396,male,115,1
0,3,0.7157433627828591,male,115,1
0,2,0.40792595982150565,male,115,1
0,3,-1.8237502116483069,female,115,0
0,3,0.061631381489983025,male,115,1
0,1,0.0,male,16,1
0,3,-0.5155262490625547,female,115,0
0,2,0.1001085568601522,male,115,1
0,3,1.0235607657442125,male,115,1
0,3,-1.5159328086869535,male,115,1
1,1,1.7161499224072578,female,37,0
1,3,-0.20770884610120124,male,115,1
0,1,0.6387890120425208,male,115,1
1,3,-0.20770884610120124,female,119,0
0,3,-2.1315676146096605,male,115,1
0,3,0.0,male,115,1
0,3,0.0,male,115,1
1,2,-2.208521965349999,male,115,1
1,3,0.0,male,115,1
1,1,2.4856934298106417,female,21,0
1,3,-1.1311610549852615,female,115,0
1,2,-2.2216042049758564,male,115,1
0,3,0.0,male,115,1
0,3,-0.5155262490625547,male,115,1
0,3,-0.9002980027642465,male,115,1
1,1,0.7157433627828591,female,131,0
0,3,-0.6694349505432314,male,115,1
0,3,0.0,male,115,1
1,3,0.17706290760049057,male,115,1
1,1,0.0,male,68,1
0,3,-0.7463893012835698,male,115,1
0,2,-1.0542067042449232,male,115,1
1,1,0.02315420611981384,female,115,0
0,3,0.3694487844513365,male,115,1
0,3,-0.977252353504585,male,115,1
0,3,0.9466064150038742,male,115,1
0,3,0.0,male,115,1
0,3,0.40792595982150565,male,115,1
0,2,-0.1307544953608629,male,115,1
1,1,0.0,female,86,0
0,3,-1.9776589131289837,male,115,1
0,3,3.409145638694702,male,115,1
0,3,-1.5928871594272918,female,115,0
1,1,-1.0542067042449232,female,99,0
0,2,1.100515116484551,female,115,0
1,3,-0.9002980027642465,female,115,0
1,1,1.1774694672248893,female,115,0
1,1,1.6391955716669195,male,120,1
1,3,-0.4385718983222164,female,115,0
0,3,0.0,male,115,1
0,3,0.8696520642635358,male,115,1
0,2,-0.6694349505432314,male,115,1
1,1,1.4083325194459044,female,94,0
0,3,0.0,female,115,0
0,2,-0.4385718983222164,male,115,1
1,2,0.9466064150038742,female,115,0
1,2,-0.20770884610120124,female,115,0
0,1,0.1001085568601522,male,6,1
0,3,0.0,male,115,1
1,3,-1.9776589131289837,male,115,1
0,3,-0.2846631968415396,male,115,1
1,1,1.3313781687055661,female,102,0
0,1,0.25401725834082894,male,34,1
0,3,1.3313781687055661,male,115,1
1,2,-0.1307544953608629,female,115,0
1,3,-1.1311610549852615,female,115,0
0,3,-0.7463893012835698,male,115,1
0,3,-0.8233436520239081,male,115,1
0,3,0.0,male,115,1
1,1,2.0239673253686115,female,70,0
1,2,-0.361617547581878,female,115,0
0,3,0.25401725834082894,male,115,1
0,3,-0.5924805998028931,female,115,0
0,2,-0.1307544953608629,male,115,1
0,3,-0.361617547581878,male,115,1
0,3,0.7157433627828591,female,115,0
0,2,-0.20770884610120124,male,115,1
1,1,-0.8233436520239081,female,30,0
0,3,0.0,female,115,0
1,1,-0.2846631968415396,male,60,1
0,3,0.17706290760049057,male,115,1
